中文名,adcode,citycode
景宁畲族自治县,331127,578.0
龙泉市,331181,578.0
安徽省,340000,
合肥市,340100,551.0
合肥市市辖区,340101,551.0
瑶海区,340102,551.0
庐阳区,340103,551.0
蜀山区,340104,551.0
包河区,340111,551.0
长丰县,340121,551.0
肥东县,340122,551.0
肥西县,340123,551.0
庐江县,340124,551.0
巢湖市,340181,551.0
芜湖市,340200,553.0
芜湖市市辖区,340201,553.0
镜湖区,340202,553.0
弋江区,340203,553.0
鸠江区,340207,553.0
湾沚区,340221,553.0
繁昌区,340222,553.0
南陵县,340223,553.0
无为市,340281,553.0
蚌埠市,340300,552.0
蚌埠市市辖区,340301,552.0
龙子湖区,340302,552.0
蚌山区,340303,552.0
禹会区,340304,552.0
淮上区,340311,552.0
怀远县,340321,552.0
五河县,340322,552.0
固镇县,340323,552.0
淮南市,340400,554.0
淮南市市辖区,340401,554.0
大通区,340402,554.0
田家庵区,340403,554.0
谢家集区,340404,554.0
八公山区,340405,554.0
潘集区,340406,554.0
凤台县,340421,554.0
寿县,340422,554.0
马鞍山市,340500,555.0
马鞍山市市辖区,340501,555.0
花山区,340503,555.0
雨山区,340504,555.0
博望区,340506,555.0
当涂县,340521,555.0
含山县,340522,555.0
和县,340523,555.0
淮北市,340600,561.0
淮北市市辖区,340601,561.0
杜集区,340602,561.0
相山区,340603,561.0
烈山区,340604,561.0
濉溪县,340621,561.0
铜陵市,340700,562.0
铜陵市市辖区,340701,562.0
铜官区,340705,562.0
义安区,340706,562.0
郊区,340711,562.0
枞阳县,340722,562.0
安庆市,340800,556.0
安庆市市辖区,340801,556.0
迎江区,340802,556.0
大观区,340803,556.0
宜秀区,340811,556.0
怀宁县,340822,556.0
潜山市,340882,556.0
太湖县,340825,556.0
宿松县,340826,556.0
望江县,340827,556.0
岳西县,340828,556.0
桐城市,340881,556.0
黄山市,341000,559.0
黄山市市辖区,341001,559.0
屯溪区,341002,559.0
黄山区,341003,559.0
徽州区,341004,559.0
歙县,341021,559.0
休宁县,341022,559.0
黟县,341023,559.0
祁门县,341024,559.0
滁州市,341100,550.0
滁州市市辖区,341101,550.0
琅琊区,341102,550.0
南谯区,341103,550.0
来安县,341122,550.0
全椒县,341124,550.0
定远县,341125,550.0
凤阳县,341126,550.0
天长市,341181,550.0
明光市,341182,550.0
阜阳市,341200,1558.0
阜阳市市辖区,341201,1558.0
颍州区,341202,1558.0
颍东区,341203,1558.0
颍泉区,341204,1558.0
临泉县,341221,1558.0
太和县,341222,1558.0
阜南县,341225,1558.0
颍上县,341226,1558.0
界首市,341282,1558.0
宿州市,341300,557.0
宿州市市辖区,341301,557.0
埇桥区,341302,557.0
砀山县,341321,557.0
萧县,341322,557.0
灵璧县,341323,557.0
泗县,341324,557.0
六安市,341500,564.0
六安市市辖区,341501,564.0
金安区,341502,564.0
裕安区,341503,564.0
叶集区,341504,564.0
霍邱县,341522,564.0
舒城县,341523,564.0
金寨县,341524,564.0
霍山县,341525,564.0
亳州市,341600,558.0
亳州市市辖区,341601,558.0
谯城区,341602,558.0
涡阳县,341621,558.0
蒙城县,341622,558.0
利辛县,341623,558.0
池州市,341700,566.0
池州市市辖区,341701,566.0
贵池区,341702,566.0
东至县,341721,566.0
石台县,341722,566.0
青阳县,341723,566.0
宣城市,341800,563.0
宣城市市辖区,341801,563.0
宣州区,341802,563.0
郎溪县,341821,563.0
广德市,341882,563.0
泾县,341823,563.0
绩溪县,341824,563.0
旌德县,341825,563.0
宁国市,341881,563.0
福建省,350000,
福州市,350100,591.0
福州市市辖区,350101,591.0
鼓楼区,350102,591.0
台江区,350103,591.0
仓山区,350104,591.0
马尾区,350105,591.0
晋安区,350111,591.0
长乐区,350112,591.0
闽侯县,350121,591.0
连江县,350122,591.0
罗源县,350123,591.0
闽清县,350124,591.0
永泰县,350125,591.0
平潭县,350128,591.0
福清市,350181,591.0
厦门市,350200,592.0
厦门市市辖区,350201,592.0
思明区,350203,592.0
海沧区,350205,592.0
湖里区,350206,592.0
集美区,350211,592.0
同安区,350212,592.0
翔安区,350213,592.0
莆田市,350300,594.0
莆田市市辖区,350301,594.0
城厢区,350302,594.0
涵江区,350303,594.0
荔城区,350304,594.0
秀屿区,350305,594.0
仙游县,350322,594.0
三明市,350400,598.0
三明市市辖区,350401,598.0
梅列区,350402,598.0
三元区,350403,598.0
明溪县,350421,598.0
清流县,350423,598.0
宁化县,350424,598.0
大田县,350425,598.0
尤溪县,350426,598.0
沙县,350427,598.0
将乐县,350428,598.0
泰宁县,350429,598.0
建宁县,350430,598.0
永安市,350481,598.0
泉州市,350500,595.0
泉州市市辖区,350501,595.0
鲤城区,350502,595.0
丰泽区,350503,595.0
洛江区,350504,595.0
泉港区,350505,595.0
惠安县,350521,595.0
安溪县,350524,595.0
永春县,350525,595.0
德化县,350526,595.0
金门县,350527,595.0
石狮市,350581,595.0
晋江市,350582,595.0
南安市,350583,595.0
漳州市,350600,596.0
漳州市市辖区,350601,596.0
芗城区,350602,596.0
龙文区,350603,596.0
云霄县,350622,596.0
漳浦县,350623,596.0
诏安县,350624,596.0
长泰县,350625,596.0
东山县,350626,596.0
南靖县,350627,596.0
平和县,350628,596.0
华安县,350629,596.0
龙海市,350681,596.0
南平市,350700,599.0
南平市市辖区,350701,599.0
延平区,350702,599.0
建阳区,350703,599.0
顺昌县,350721,599.0
浦城县,350722,599.0
光泽县,350723,599.0
松溪县,350724,599.0
政和县,350725,599.0
邵武市,350781,599.0
武夷山市,350782,599.0
建瓯市,350783,599.0
龙岩市,350800,597.0
龙岩市市辖区,350801,597.0
新罗区,350802,597.0
永定区,350803,597.0
长汀县,350821,597.0
上杭县,350823,597.0
武平县,350824,597.0
连城县,350825,597.0
漳平市,350881,597.0
宁德市,350900,593.0
宁德市市辖区,350901,593.0
蕉城区,350902,593.0
霞浦县,350921,593.0
古田县,350922,593.0
屏南县,350923,593.0
寿宁县,350924,593.0
周宁县,350925,593.0
柘荣县,350926,593.0
福安市,350981,593.0
福鼎市,350982,593.0
江西省,360000,
南昌市,360100,791.0
南昌市市辖区,360101,791.0
东湖区,360102,791.0
西湖区,360103,791.0
青云谱区,360104,791.0
青山湖区,360111,791.0
红谷滩区,360113,791.0
新建区,360112,791.0
南昌县,360121,791.0
安义县,360123,791.0
进贤县,360124,791.0
景德镇市,360200,798.0
景德镇市市辖区,360201,798.0
昌江区,360202,798.0
珠山区,360203,798.0
浮梁县,360222,798.0
乐平市,360281,798.0
萍乡市,360300,799.0
萍乡市市辖区,360301,799.0
安源区,360302,799.0
湘东区,360313,799.0
莲花县,360321,799.0
上栗县,360322,799.0
芦溪县,360323,799.0
九江市,360400,792.0
九江市市辖区,360401,792.0
濂溪区,360402,792.0
浔阳区,360403,792.0
柴桑区,360404,792.0
武宁县,360423,792.0
修水县,360424,792.0
永修县,360425,792.0
德安县,360426,792.0
都昌县,360428,792.0
湖口县,360429,792.0
彭泽县,360430,792.0
瑞昌市,360481,792.0
共青城市,360482,792.0
庐山市,360483,792.0
新余市,360500,790.0
新余市市辖区,360501,790.0
渝水区,360502,790.0
分宜县,360521,790.0
鹰潭市,360600,701.0
鹰潭市市辖区,360601,701.0
月湖区,360602,701.0
余江区,360603,701.0
贵溪市,360681,701.0
赣州市,360700,797.0
赣州市市辖区,360701,797.0
章贡区,360702,797.0
南康区,360703,797.0
赣县区,360704,797.0
信丰县,360722,797.0
大余县,360723,797.0
上犹县,360724,797.0
崇义县,360725,797.0
安远县,360726,797.0
龙南市,360783,797.0
定南县,360728,797.0
全南县,360729,797.0
宁都县,360730,797.0
于都县,360731,797.0
兴国县,360732,797.0
会昌县,360733,797.0
寻乌县,360734,797.0
石城县,360735,797.0
瑞金市,360781,797.0
吉安市,360800,796.0
吉安市市辖区,360801,796.0
吉州区,360802,796.0
青原区,360803,796.0
吉安县,360821,796.0
吉水县,360822,796.0
峡江县,360823,796.0
新干县,360824,796.0
永丰县,360825,796.0
泰和县,360826,796.0
遂川县,360827,796.0
万安县,360828,796.0
安福县,360829,796.0
永新县,360830,796.0
井冈山市,360881,796.0
宜春市,360900,795.0
宜春市市辖区,360901,795.0
袁州区,360902,795.0
奉新县,360921,795.0
万载县,360922,795.0
上高县,360923,795.0
宜丰县,360924,795.0
靖安县,360925,795.0
铜鼓县,360926,795.0
丰城市,360981,795.0
樟树市,360982,795.0
高安市,360983,795.0
抚州市,361000,794.0
抚州市市辖区,361001,794.0
临川区,361002,794.0
东乡区,361003,794.0
南城县,361021,794.0
黎川县,361022,794.0
南丰县,361023,794.0
崇仁县,361024,794.0
乐安县,361025,794.0
宜黄县,361026,794.0
金溪县,361027,794.0
资溪县,361028,794.0
广昌县,361030,794.0
上饶市,361100,793.0
上饶市市辖区,361101,793.0
信州区,361102,793.0
广丰区,361103,793.0
广信区,361104,793.0
玉山县,361123,793.0
铅山县,361124,793.0
横峰县,361125,793.0
弋阳县,361126,793.0
余干县,361127,793.0
鄱阳县,361128,793.0
万年县,361129,793.0
婺源县,361130,793.0
德兴市,361181,793.0
山东省,370000,
济南市,370100,531.0
济南市市辖区,370101,531.0
历下区,370102,531.0
市中区,370103,531.0
槐荫区,370104,531.0
天桥区,370105,531.0
历城区,370112,531.0
长清区,370113,531.0
章丘区,370114,531.0
平阴县,370124,531.0
济阳区,370115,531.0
商河县,370126,531.0
青岛市,370200,532.0
青岛市市辖区,370201,532.0
市南区,370202,532.0
市北区,370203,532.0
黄岛区,370211,532.0
崂山区,370212,532.0
李沧区,370213,532.0
城阳区,370214,532.0
即墨区,370215,532.0
胶州市,370281,532.0
平度市,370283,532.0
莱西市,370285,532.0
淄博市,370300,533.0
淄博市市辖区,370301,533.0
淄川区,370302,533.0
张店区,370303,533.0
博山区,370304,533.0
临淄区,370305,533.0
周村区,370306,533.0
桓台县,370321,533.0
高青县,370322,533.0
沂源县,370323,533.0
枣庄市,370400,632.0
枣庄市市辖区,370401,632.0
市中区,370402,632.0
薛城区,370403,632.0
峄城区,370404,632.0
台儿庄区,370405,632.0
山亭区,370406,632.0
滕州市,370481,632.0
东营市,370500,546.0
东营市市辖区,370501,546.0
东营区,370502,546.0
河口区,370503,546.0
垦利区,370505,546.0
利津县,370522,546.0
广饶县,370523,546.0
烟台市,370600,535.0
烟台市市辖区,370601,535.0
芝罘区,370602,535.0
福山区,370611,535.0
牟平区,370612,535.0
莱山区,370613,535.0
蓬莱区,370614,535.0
龙口市,370681,535.0
莱阳市,370682,535.0
莱州市,370683,535.0
招远市,370685,535.0
栖霞市,370686,535.0
海阳市,370687,535.0
潍坊市,370700,536.0
潍坊市市辖区,370701,536.0
潍城区,370702,536.0
寒亭区,370703,536.0
坊子区,370704,536.0
奎文区,370705,536.0
临朐县,370724,536.0
昌乐县,370725,536.0
青州市,370781,536.0
诸城市,370782,536.0
寿光市,370783,536.0
安丘市,370784,536.0
高密市,370785,536.0
昌邑市,370786,536.0
济宁市,370800,537.0
济宁市市辖区,370801,537.0
任城区,370811,537.0
兖州区,370812,537.0
微山县,370826,537.0
鱼台县,370827,537.0
金乡县,370828,537.0
嘉祥县,370829,537.0
汶上县,370830,537.0
泗水县,370831,537.0
梁山县,370832,537.0
曲阜市,370881,537.0
邹城市,370883,537.0
泰安市,370900,538.0
泰安市市辖区,370901,538.0
泰山区,370902,538.0
岱岳区,370911,538.0
宁阳县,370921,538.0
东平县,370923,538.0
新泰市,370982,538.0
肥城市,370983,538.0
威海市,371000,631.0
威海市市辖区,371001,631.0
环翠区,371002,631.0
文登区,371003,631.0
荣成市,371082,631.0
乳山市,371083,631.0
日照市,371100,633.0
日照市市辖区,371101,633.0
东港区,371102,633.0
岚山区,371103,633.0
五莲县,371121,633.0
莒县,371122,633.0
莱芜区,370116,531.0
钢城区,370117,531.0
临沂市,371300,539.0
临沂市市辖区,371301,539.0
兰山区,371302,539.0
罗庄区,371311,539.0
河东区,371312,539.0
沂南县,371321,539.0
郯城县,371322,539.0
沂水县,371323,539.0
兰陵县,371324,539.0
费县,371325,539.0
平邑县,371326,539.0
莒南县,371327,539.0
蒙阴县,371328,539.0
临沭县,371329,539.0
德州市,371400,534.0
德州市市辖区,371401,534.0
德城区,371402,534.0
陵城区,371403,534.0
宁津县,371422,534.0
庆云县,371423,534.0
临邑县,371424,534.0
齐河县,371425,534.0
平原县,371426,534.0
夏津县,371427,534.0
武城县,371428,534.0
乐陵市,371481,534.0
禹城市,371482,534.0
聊城市,371500,635.0
聊城市市辖区,371501,635.0
东昌府区,371502,635.0
阳谷县,371521,635.0
莘县,371522,635.0
茌平区,371503,635.0
东阿县,371524,635.0
冠县,371525,635.0
高唐县,371526,635.0
临清市,371581,635.0
滨州市,371600,543.0
滨州市市辖区,371601,543.0
滨城区,371602,543.0
沾化区,371603,543.0
惠民县,371621,543.0
阳信县,371622,543.0
无棣县,371623,543.0
博兴县,371625,543.0
邹平市,371681,543.0
菏泽市,371700,530.0
菏泽市市辖区,371701,530.0
牡丹区,371702,530.0
定陶区,371703,530.0
曹县,371721,530.0
单县,371722,530.0
成武县,371723,530.0
巨野县,371724,530.0
郓城县,371725,530.0
鄄城县,371726,530.0
东明县,371728,530.0
河南省,410000,
郑州市,410100,371.0
郑州市市辖区,410101,371.0
中原区,410102,371.0
二七区,410103,371.0
管城回族区,410104,371.0
金水区,410105,371.0
上街区,410106,371.0
惠济区,410108,371.0
中牟县,410122,371.0
巩义市,410181,371.0
荥阳市,410182,371.0
新密市,410183,371.0
新郑市,410184,371.0
登封市,410185,371.0
开封市,410200,378.0
开封市市辖区,410201,378.0
龙亭区,410202,378.0
顺河回族区,410203,378.0
鼓楼区,410204,378.0
禹王台区,410205,378.0
祥符区,410212,378.0
杞县,410221,378.0
通许县,410222,378.0
尉氏县,410223,378.0
兰考县,410225,378.0
洛阳市,410300,379.0
洛阳市市辖区,410301,379.0
老城区,410302,379.0
西工区,410303,379.0
瀍河回族区,410304,379.0
涧西区,410305,379.0
孟津区,410306,379.0
洛龙区,410311,379.0
新安县,410323,379.0
栾川县,410324,379.0
嵩县,410325,379.0
汝阳县,410326,379.0
宜阳县,410327,379.0
洛宁县,410328,379.0
伊川县,410329,379.0
偃师区,410381,379.0
平顶山市,410400,375.0
平顶山市市辖区,410401,375.0
新华区,410402,375.0
卫东区,410403,375.0
石龙区,410404,375.0
湛河区,410411,375.0
宝丰县,410421,375.0
叶县,410422,375.0
鲁山县,410423,375.0
郏县,410425,375.0
舞钢市,410481,375.0
汝州市,410482,375.0
安阳市,410500,372.0
安阳市市辖区,410501,372.0
文峰区,410502,372.0
北关区,410503,372.0
殷都区,410505,372.0
龙安区,410506,372.0
安阳县,410522,372.0
汤阴县,410523,372.0
滑县,410526,372.0
内黄县,410527,372.0
林州市,410581,372.0
鹤壁市,410600,392.0
鹤壁市市辖区,410601,392.0
鹤山区,410602,392.0
山城区,410603,392.0
淇滨区,410611,392.0
浚县,410621,392.0
淇县,410622,392.0
新乡市,410700,373.0
新乡市市辖区,410701,373.0
红旗区,410702,373.0
卫滨区,410703,373.0
凤泉区,410704,373.0
牧野区,410711,373.0
新乡县,410721,373.0
获嘉县,410724,373.0
原阳县,410725,373.0
延津县,410726,373.0
封丘县,410727,373.0
长垣市,410783,373.0
卫辉市,410781,373.0
辉县市,410782,373.0
焦作市,410800,391.0
焦作市市辖区,410801,391.0
解放区,410802,391.0
中站区,410803,391.0
马村区,410804,391.0
山阳区,410811,391.0
修武县,410821,391.0
博爱县,410822,391.0
武陟县,410823,391.0
温县,410825,391.0
沁阳市,410882,391.0
孟州市,410883,391.0
濮阳市,410900,393.0
濮阳市市辖区,410901,393.0
华龙区,410902,393.0
清丰县,410922,393.0
南乐县,410923,393.0
范县,410926,393.0
台前县,410927,393.0
濮阳县,410928,393.0
许昌市,411000,374.0
许昌市市辖区,411001,374.0
魏都区,411002,374.0
建安区,411003,374.0
鄢陵县,411024,374.0
襄城县,411025,374.0
禹州市,411081,374.0
长葛市,411082,374.0
漯河市,411100,395.0
漯河市市辖区,411101,395.0
源汇区,411102,395.0
郾城区,411103,395.0
召陵区,411104,395.0
舞阳县,411121,395.0
临颍县,411122,395.0
三门峡市,411200,398.0
三门峡市市辖区,411201,398.0
湖滨区,411202,398.0
陕州区,411203,398.0
渑池县,411221,398.0
卢氏县,411224,398.0
义马市,411281,398.0
灵宝市,411282,398.0
南阳市,411300,377.0
南阳市市辖区,411301,377.0
宛城区,411302,377.0
卧龙区,411303,377.0
南召县,411321,377.0
方城县,411322,377.0
西峡县,411323,377.0
镇平县,411324,377.0
内乡县,411325,377.0
淅川县,411326,377.0
社旗县,411327,377.0
唐河县,411328,377.0
新野县,411329,377.0
桐柏县,411330,377.0
邓州市,411381,377.0
商丘市,411400,370.0
商丘市市辖区,411401,370.0
梁园区,411402,370.0
睢阳区,411403,370.0
民权县,411421,370.0
睢县,411422,370.0
宁陵县,411423,370.0
柘城县,411424,370.0
虞城县,411425,370.0
夏邑县,411426,370.0
永城市,411481,370.0
信阳市,411500,376.0
信阳市市辖区,411501,376.0
浉河区,411502,376.0
平桥区,411503,376.0
罗山县,411521,376.0
光山县,411522,376.0
新县,411523,376.0
商城县,411524,376.0
固始县,411525,376.0
潢川县,411526,376.0
淮滨县,411527,376.0
息县,411528,376.0
周口市,411600,394.0
周口市市辖区,411601,394.0
川汇区,411602,394.0
扶沟县,411621,394.0
西华县,411622,394.0
商水县,411623,394.0
沈丘县,411624,394.0
郸城县,411625,394.0
淮阳区,411603,394.0
太康县,411627,394.0
鹿邑县,411628,394.0
项城市,411681,394.0
驻马店市,411700,396.0
驻马店市市辖区,411701,396.0
驿城区,411702,396.0
西平县,411721,396.0
上蔡县,411722,396.0
平舆县,411723,396.0
正阳县,411724,396.0
确山县,411725,396.0
泌阳县,411726,396.0
汝南县,411727,396.0
遂平县,411728,396.0
新蔡县,411729,396.0
济源市,419001,1391.0
湖北省,420000,
武汉市,420100,27.0
武汉市市辖区,420101,27.0
江岸区,420102,27.0
江汉区,420103,27.0
硚口区,420104,27.0
汉阳区,420105,27.0
武昌区,420106,27.0
青山区,420107,27.0
洪山区,420111,27.0
东西湖区,420112,27.0
汉南区,420113,27.0
蔡甸区,420114,27.0
江夏区,420115,27.0
黄陂区,420116,27.0
新洲区,420117,27.0
黄石市,420200,714.0
黄石市市辖区,420201,714.0
黄石港区,420202,714.0
西塞山区,420203,714.0
下陆区,420204,714.0
铁山区,420205,714.0
阳新县,420222,714.0
大冶市,420281,714.0
十堰市,420300,719.0
十堰市市辖区,420301,719.0
茅箭区,420302,719.0
张湾区,420303,719.0
郧阳区,420304,719.0
郧西县,420322,719.0
竹山县,420323,719.0
竹溪县,420324,719.0
房县,420325,719.0
丹江口市,420381,719.0
宜昌市,420500,717.0
宜昌市市辖区,420501,717.0
西陵区,420502,717.0
伍家岗区,420503,717.0
点军区,420504,717.0
猇亭区,420505,717.0
夷陵区,420506,717.0
远安县,420525,717.0
兴山县,420526,717.0
秭归县,420527,717.0
长阳土家族自治县,420528,717.0
五峰土家族自治县,420529,717.0
宜都市,420581,717.0
当阳市,420582,717.0
枝江市,420583,717.0
襄阳市,420600,710.0
襄阳市市辖区,420601,710.0
襄城区,420602,710.0
樊城区,420606,710.0
襄州区,420607,710.0
南漳县,420624,710.0
谷城县,420625,710.0
保康县,420626,710.0
老河口市,420682,710.0
枣阳市,420683,710.0
宜城市,420684,710.0
鄂州市,420700,711.0
鄂州市市辖区,420701,711.0
梁子湖区,420702,711.0
华容区,420703,711.0
鄂城区,420704,711.0
荆门市,420800,724.0
荆门市市辖区,420801,724.0
东宝区,420802,724.0
掇刀区,420804,724.0
京山市,420882,724.0
沙洋县,420822,724.0
钟祥市,420881,724.0
孝感市,420900,712.0
孝感市市辖区,420901,712.0
孝南区,420902,712.0
孝昌县,420921,712.0
大悟县,420922,712.0
云梦县,420923,712.0
应城市,420981,712.0
安陆市,420982,712.0
汉川市,420984,712.0
荆州市,421000,716.0
荆州市市辖区,421001,716.0
沙市区,421002,716.0
荆州区,421003,716.0
公安县,421022,716.0
监利市,421023,716.0
江陵县,421024,716.0
石首市,421081,716.0
洪湖市,421083,716.0
松滋市,421087,716.0
黄冈市,421100,713.0
黄冈市市辖区,421101,713.0
黄州区,421102,713.0
团风县,421121,713.0
红安县,421122,713.0
罗田县,421123,713.0
英山县,421124,713.0
浠水县,421125,713.0
蕲春县,421126,713.0
黄梅县,421127,713.0
麻城市,421181,713.0
武穴市,421182,713.0
咸宁市,421200,715.0
咸宁市市辖区,421201,715.0
咸安区,421202,715.0
嘉鱼县,421221,715.0
通城县,421222,715.0
崇阳县,421223,715.0
通山县,421224,715.0
赤壁市,421281,715.0
随州市,421300,722.0
随州市市辖区,421301,722.0
曾都区,421303,722.0
随县,421321,722.0
广水市,421381,722.0
恩施土家族苗族自治州,422800,718.0
恩施市,422801,718.0
利川市,422802,718.0
建始县,422822,718.0
巴东县,422823,718.0
宣恩县,422825,718.0
咸丰县,422826,718.0
来凤县,422827,718.0
鹤峰县,422828,718.0
仙桃市,429004,728.0
潜江市,429005,2728.0
天门市,429006,1728.0
神农架林区,429021,1719.0
湖南省,430000,
长沙市,430100,731.0
长沙市市辖区,430101,731.0
芙蓉区,430102,731.0
天心区,430103,731.0
岳麓区,430104,731.0
开福区,430105,731.0
雨花区,430111,731.0
望城区,430112,731.0
长沙县,430121,731.0
浏阳市,430181,731.0
宁乡市,430182,731.0
株洲市,430200,733.0
株洲市市辖区,430201,733.0
荷塘区,430202,733.0
芦淞区,430203,733.0
石峰区,430204,733.0
天元区,430211,733.0
渌口区,430212,733.0
攸县,430223,733.0
茶陵县,430224,733.0
炎陵县,430225,733.0
醴陵市,430281,733.0
湘潭市,430300,732.0
湘潭市市辖区,430301,732.0
雨湖区,430302,732.0
岳塘区,430304,732.0
湘潭县,430321,732.0
湘乡市,430381,732.0
韶山市,430382,732.0
衡阳市,430400,734.0
衡阳市市辖区,430401,734.0
珠晖区,430405,734.0
雁峰区,430406,734.0
石鼓区,430407,734.0
蒸湘区,430408,734.0
南岳区,430412,734.0
衡阳县,430421,734.0
衡南县,430422,734.0
衡山县,430423,734.0
衡东县,430424,734.0
祁东县,430426,734.0
耒阳市,430481,734.0
常宁市,430482,734.0
邵阳市,430500,739.0
邵阳市市辖区,430501,739.0
双清区,430502,739.0
大祥区,430503,739.0
北塔区,430511,739.0
邵东市,430582,739.0
新邵县,430522,739.0
邵阳县,430523,739.0
隆回县,430524,739.0
洞口县,430525,739.0
绥宁县,430527,739.0
新宁县,430528,739.0
城步苗族自治县,430529,739.0
武冈市,430581,739.0
岳阳市,430600,730.0
岳阳市市辖区,430601,730.0
岳阳楼区,430602,730.0
云溪区,430603,730.0
君山区,430611,730.0
岳阳县,430621,730.0
华容县,430623,730.0
湘阴县,430624,730.0
平江县,430626,730.0
汨罗市,430681,730.0
临湘市,430682,730.0
常德市,430700,736.0
常德市市辖区,430701,736.0
武陵区,430702,736.0
鼎城区,430703,736.0
安乡县,430721,736.0
汉寿县,430722,736.0
澧县,430723,736.0
临澧县,430724,736.0
桃源县,430725,736.0
石门县,430726,736.0
津市市,430781,736.0
张家界市,430800,744.0
张家界市市辖区,430801,744.0
永定区,430802,744.0
武陵源区,430811,744.0
慈利县,430821,744.0
桑植县,430822,744.0
益阳市,430900,737.0
益阳市市辖区,430901,737.0
资阳区,430902,737.0
赫山区,430903,737.0
南县,430921,737.0
桃江县,430922,737.0
安化县,430923,737.0
沅江市,430981,737.0
郴州市,431000,735.0
郴州市市辖区,431001,735.0
北湖区,431002,735.0
苏仙区,431003,735.0
桂阳县,431021,735.0
宜章县,431022,735.0
永兴县,431023,735.0
嘉禾县,431024,735.0
临武县,431025,735.0
汝城县,431026,735.0
桂东县,431027,735.0
安仁县,431028,735.0
资兴市,431081,735.0
永州市,431100,746.0
永州市市辖区,431101,746.0
零陵区,431102,746.0
冷水滩区,431103,746.0
祁阳市,431121,746.0
东安县,431122,746.0
双牌县,431123,746.0
道县,431124,746.0
江永县,431125,746.0
宁远县,431126,746.0
蓝山县,431127,746.0
新田县,431128,746.0
江华瑶族自治县,431129,746.0
怀化市,431200,745.0
怀化市市辖区,431201,745.0
鹤城区,431202,745.0
中方县,431221,745.0
沅陵县,431222,745.0
辰溪县,431223,745.0
溆浦县,431224,745.0
会同县,431225,745.0
麻阳苗族自治县,431226,745.0
新晃侗族自治县,431227,745.0
芷江侗族自治县,431228,745.0
靖州苗族侗族自治县,431229,745.0
通道侗族自治县,431230,745.0
洪江市,431281,745.0
娄底市,431300,738.0
娄底市市辖区,431301,738.0
娄星区,431302,738.0
双峰县,431321,738.0
新化县,431322,738.0
冷水江市,431381,738.0
涟源市,431382,738.0
湘西土家族苗族自治州,433100,743.0
吉首市,433101,743.0
泸溪县,433122,743.0
凤凰县,433123,743.0
花垣县,433124,743.0
保靖县,433125,743.0
古丈县,433126,743.0
永顺县,433127,743.0
龙山县,433130,743.0
广东省,440000,
广州市,440100,20.0
广州市市辖区,440101,20.0
荔湾区,440103,20.0
越秀区,440104,20.0
海珠区,440105,20.0
天河区,440106,20.0
白云区,440111,20.0
黄埔区,440112,20.0
番禺区,440113,20.0
花都区,440114,20.0
南沙区,440115,20.0
从化区,440117,20.0
增城区,440118,20.0
韶关市,440200,751.0
韶关市市辖区,440201,751.0
武江区,440203,751.0
浈江区,440204,751.0
曲江区,440205,751.0
始兴县,440222,751.0
仁化县,440224,751.0
翁源县,440229,751.0
乳源瑶族自治县,440232,751.0
新丰县,440233,751.0
乐昌市,440281,751.0
南雄市,440282,751.0
深圳市,440300,755.0
深圳市市辖区,440301,755.0
罗湖区,440303,755.0
福田区,440304,755.0
南山区,440305,755.0
宝安区,440306,755.0
龙岗区,440307,755.0
盐田区,440308,755.0
龙华区,440309,755.0
坪山区,440310,755.0
光明区,440311,755.0
珠海市,440400,756.0
珠海市市辖区,440401,756.0
香洲区,440402,756.0
斗门区,440403,756.0
金湾区,440404,756.0
汕头市,440500,754.0
汕头市市辖区,440501,754.0
龙湖区,440507,754.0
金平区,440511,754.0
濠江区,440512,754.0
潮阳区,440513,754.0
潮南区,440514,754.0
澄海区,440515,754.0
南澳县,440523,754.0
佛山市,440600,757.0
佛山市市辖区,440601,757.0
禅城区,440604,757.0
南海区,440605,757.0
顺德区,440606,757.0
三水区,440607,757.0
高明区,440608,757.0
江门市,440700,750.0
江门市市辖区,440701,750.0
蓬江区,440703,750.0
江海区,440704,750.0
新会区,440705,750.0
台山市,440781,750.0
开平市,440783,750.0
鹤山市,440784,750.0
恩平市,440785,750.0
湛江市,440800,759.0
湛江市市辖区,440801,759.0
赤坎区,440802,759.0
霞山区,440803,759.0
坡头区,440804,759.0
麻章区,440811,759.0
遂溪县,440823,759.0
徐闻县,440825,759.0
廉江市,440881,759.0
雷州市,440882,759.0
吴川市,440883,759.0
茂名市,440900,668.0
茂名市市辖区,440901,668.0
茂南区,440902,668.0
电白区,440904,668.0
高州市,440981,668.0
化州市,440982,668.0
信宜市,440983,668.0
肇庆市,441200,758.0
肇庆市市辖区,441201,758.0
端州区,441202,758.0
鼎湖区,441203,758.0
高要区,441204,758.0
广宁县,441223,758.0
怀集县,441224,758.0
封开县,441225,758.0
德庆县,441226,758.0
四会市,441284,758.0
惠州市,441300,752.0
惠州市市辖区,441301,752.0
惠城区,441302,752.0
惠阳区,441303,752.0
博罗县,441322,752.0
惠东县,441323,752.0
龙门县,441324,752.0
梅州市,441400,753.0
梅州市市辖区,441401,753.0
梅江区,441402,753.0
梅县区,441403,753.0
大埔县,441422,753.0
丰顺县,441423,753.0
五华县,441424,753.0
平远县,441426,753.0
蕉岭县,441427,753.0
兴宁市,441481,753.0
汕尾市,441500,660.0
汕尾市市辖区,441501,660.0
城区,441502,660.0
海丰县,441521,660.0
